OrderNumber,Amount,Products
HKLZM62850,3,新春特餐
HKLZM62867,1,劲爆鸡米花(大/小)
HKLZM62867,2,新春特餐
HKLZM62864,1,嫩牛五方
HKLZM62864,2,小食拼盘
HKLZM62848,1,香辣鸡腿堡
HKLZM62848,2,新春特餐
HKLZM62849,1,香辣鸡腿堡
HKLZM62827,1,嫩牛五方
HKLZM62827,2,香辣鸡腿堡
HKLZM62827,3,小食拼盘
HKLZM62872,1,劲爆鸡米花(大/小)
HKLZM62872,2,翅桶(10翅1桶)
HKLZM62872,3,双层鸡排堡单人套餐
HKLZM62872,4,新春特餐
HKLZM62865,1,嫩牛五方
HKLZM62865,2,快乐儿童餐A
HKLZM62865,3,快乐儿童餐B
HKLZM62865,4,恋桃乌龙茶
HKLZM62823,1,新春特餐
HKLZM62871,1,劲爆鸡米花(大/小)
HKLZM62871,2,海苔岩烧大鸡腿饭
HKLZM62871,3,快乐儿童餐B
HKLZM62871,4,新春特餐
HKLZM62824,1,新奥尔良烤鸡腿堡
HKLZM62856,1,嫩牛五方
HKLZM62856,2,香辣鸡腿堡
HKLZM62856,3,新春特餐
HKLZM62855,1,嫩牛五方
HKLZM62855,2,快乐儿童餐A
HKLZM62855,3,快乐儿童餐B
HKLZM62855,4,葡式蛋挞
HKLZM62852,1,深海鳕鱼堡
HKLZM62851,1,深海鳕鱼堡
HKLZM62851,2,香辣鸡翅
HKLZM62854,1,嫩牛五方
HKLZM62854,2,香辣鸡腿堡
HKLZM62854,3,芙蓉荟蔬汤
HKLZM62828,1,嫩牛五方
HKLZM62828,2,芙蓉荟蔬汤
HKLZM62828,3,香辣鸡腿堡
HKLZM62826,1,嫩牛五方
HKLZM62826,2,香辣鸡腿堡
HKLZM62863,1,九龙金玉乌龙奶茶
HKLZM62863,2,香辣鸡腿堡
HKLZM62863,3,新春特餐
HKLZM62863,4,恋桃乌龙茶
HKLZM62825,1,薯条
HKLZM62825,2,榛果风味拿铁(热)
HKLZM62825,3,拿铁咖啡
HKLZM62847,1,香辣鸡腿堡
HKLZM62847,2,新春特餐
HKLZM62847,3,葡式蛋挞
HKLZM62846,1,双层鸡排堡单人套餐
HKLZM62846,2,新春特餐
HKLZM62846,3,劲脆鸡腿堡
HKLZM62841,1,珍宝糯米翅
HKLZM62841,2,小龙虾双人套餐
HKLZM62841,3,九龙金玉珍珠奶茶
HKLZM62840,1,珍宝糯米翅
HKLZM62840,2,小龙虾双人套餐
HKLZM62840,3,劲脆鸡腿堡
HKLZM62840,4,新春特餐
HKLZM62839,1,快乐儿童餐B
HKLZM62839,2,恋桃乌龙茶
HKLZM62842,1,小龙虾双人套餐
HKLZM62842,2,珍宝糯米翅
HKLZM62842,3,快乐儿童餐A
HKLZM62842,4,快乐儿童餐B
HKLZM62842,5,新春特餐
HKLZM62868,1,青金桔鲜果茶
HKLZM62868,2,海苔岩烧大鸡腿饭
HKLZM62868,3,快乐儿童餐B
HKLZM62868,4,圣代（草莓）
HKLZM62861,1,薯条
HKLZM62861,2,快乐儿童餐B
HKLZM62861,3,海苔岩烧大鸡腿饭
HKLZM62859,1,薯条
HKLZM62859,2,新春特餐
HKLZM62860,1,薯条
HKLZM62860,2,海苔岩烧大鸡腿饭
HKLZM62860,3,快乐儿童餐B
HKLZM62843,1,快乐儿童餐B
HKLZM62853,1,九龙金玉乌龙奶茶
HKLZM62853,2,快乐儿童餐A
HKLZM62853,3,快乐儿童餐B
HKLZM62874,1,热辣香骨鸡
HKLZM62874,2,超值全家桶
HKLZM62874,3,九龙金玉珍珠奶茶
HKLZM62838,1,桃之恋乌龙茶
HKLZM62838,2,小龙虾双人套餐
HKLZM62838,3,圣代（草莓）
HKLZM62837,1,榛果风味拿铁(热)
HKLZM62837,2,拿铁咖啡
HKLZM62820,1,超值全家桶
HKLZM62820,2,九龙金玉珍珠奶茶
HKLZM62820,3,小食拼盘套餐
HKLZM62862,1,青金桔鲜果茶
HKLZM62862,2,新春特餐
HKLZM62845,1,拿铁咖啡
HKLZM62845,2,九龙金玉珍珠奶茶
HKLZM62821,1,小龙虾双人套餐
HKLZM62821,2,新春特餐
HKLZM62844,1,快乐儿童餐B
HKLZM62844,2,新春特餐
HKLZM62866,1,上校鸡块
HKLZM62866,2,快乐儿童餐B
HKLZM62866,3,海苔岩烧大鸡腿饭
HKLZM62866,4,九龙金玉珍珠奶茶
HKLZM62836,1,珍宝糯米翅
HKLZM62836,2,葡式蛋挞
HKLZM62833,1,翅桶(10翅1桶)
HKLZM62833,2,双层鸡排堡单人套餐
HKLZM62833,3,九龙金玉珍珠奶茶
HKLZM62870,1,热辣香骨鸡
HKLZM62870,2,拿铁咖啡
HKLZM62870,3,超值全家桶
HKLZM62835,1,翅桶(10翅1桶)
HKLZM62832,1,超值全家桶
HKLZM62832,2,拿铁咖啡
HKLZM62832,3,新春特餐
HKLZM62869,1,青金桔鲜果茶
HKLZM62869,2,海苔岩烧大鸡腿饭
HKLZM62869,3,快乐儿童餐B
HKLZM62917,1,愤怒的汉堡套餐
HKLZM62875,1,海苔岩烧大鸡腿饭
HKLZM62875,2,快乐儿童餐B
HKLZM62875,3,新奥尔良烤鸡腿堡
HKLZM62875,4,葡式蛋挞
HKLZM62916,1,愤怒的汉堡套餐
HKLZM62916,2,小龙虾双人套餐
HKLZM62916,3,九龙金玉珍珠奶茶
HKLZM62915,1,小龙虾双人套餐
HKLZM62915,2,愤怒的汉堡套餐
HKLZM62915,3,香辣鸡腿堡
HKLZM62915,4,芙蓉荟蔬汤
HKLZM62896,1,小龙虾双人套餐
HKLZM62896,2,珍宝糯米翅
HKLZM62896,3,快乐儿童餐B
HKLZM62896,4,快乐儿童餐A
HKLZM62896,5,芙蓉荟蔬汤
HKLZM62876,1,新春特餐
HKLZM62926,1,劲爆鸡米花(大/小)
HKLZM62926,2,新春特餐
HKLZM62889,1,新奥尔良烤鸡腿堡
HKLZM62921,1,新春特餐
HKLZM62888,1,九龙金玉珍珠奶茶
HKLZM62918,1,愤怒的汉堡套餐
HKLZM62918,2,小龙虾双人套餐
HKLZM62918,3,新春特餐
HKLZM62918,4,新奥尔良烤鸡腿堡
HKLZM62890,1,新奥尔良烤鸡腿堡
HKLZM62923,1,嫩牛五方
HKLZM62923,2,快乐儿童餐A
HKLZM62923,3,快乐儿童餐B
HKLZM62901,1,快乐儿童餐B
HKLZM62919,1,愤怒的汉堡套餐
HKLZM62919,2,香辣鸡腿堡
HKLZM62919,3,葡式蛋挞
HKLZM62919,4,新春特餐
HKLZM62886,1,嫩牛五方
HKLZM62886,2,快乐儿童餐A
HKLZM62886,3,快乐儿童餐B
HKLZM62886,4,恋桃乌龙茶
HKLZM62920,1,新奥尔良烤鸡腿堡
HKLZM62912,1,翅桶(10翅1桶)
HKLZM62932,1,嫩牛五方
HKLZM62932,2,快乐儿童餐A
HKLZM62932,3,快乐儿童餐B
HKLZM62932,4,新春特餐
HKLZM62883,1,香辣鸡翅
HKLZM62883,2,恋桃乌龙茶
HKLZM62944,1,热辣香骨鸡
HKLZM62944,2,海苔岩烧大鸡腿饭
HKLZM62933,1,嫩牛五方
HKLZM62933,2,香辣鸡腿堡
HKLZM62933,3,小食拼盘
HKLZM62933,4,香甜粟米棒
HKLZM62934,1,嫩牛五方
HKLZM62934,2,愤怒的汉堡套餐
HKLZM62934,3,香辣鸡腿堡
HKLZM62934,4,快乐儿童餐A
HKLZM62934,5,快乐儿童餐B
HKLZM62934,6,九龙金玉珍珠奶茶
HKLZM62908,1,快乐儿童餐A
HKLZM62908,2,快乐儿童餐B
HKLZM62935,1,嫩牛五方
HKLZM62935,2,快乐儿童餐A
HKLZM62935,3,芙蓉荟蔬汤
HKLZM62935,4,快乐儿童餐B
HKLZM62904,1,香辣鸡腿堡
HKLZM62904,2,小食拼盘
HKLZM62904,3,香甜粟米棒
HKLZM62905,1,香辣鸡腿堡
HKLZM62905,2,新春特餐
HKLZM62905,3,圣代（草莓）
HKLZM62927,1,劲爆鸡米花(大/小)
HKLZM62927,2,圣代（草莓）
HKLZM62924,1,嫩牛五方
HKLZM62924,2,香辣鸡腿堡
HKLZM62924,3,九龙金玉珍珠奶茶
HKLZM62924,4,土豆泥
HKLZM62925,1,嫩牛五方
HKLZM62925,2,香辣鸡腿堡
HKLZM62913,1,双层鸡排堡单人套餐
HKLZM62922,1,深海鳕鱼堡
HKLZM62922,2,小龙虾双人套餐
HKLZM62922,3,桃之恋乌龙茶
HKLZM62922,4,香甜粟米棒
HKLZM62887,1,嫩牛五方
HKLZM62887,2,快乐儿童餐A
HKLZM62887,3,快乐儿童餐B
HKLZM62887,4,芙蓉荟蔬汤
HKLZM62879,1,吮指原味鸡
HKLZM62879,2,拿铁咖啡
HKLZM62879,3,九龙金玉珍珠奶茶
HKLZM62878,1,拿铁咖啡
HKLZM62878,2,吮指原味鸡
HKLZM62878,3,小食拼盘
HKLZM62878,4,圣代（草莓）
HKLZM62903,1,小龙虾双人套餐
HKLZM62903,2,新春特餐
HKLZM62903,3,葡式蛋挞
HKLZM62928,1,劲爆鸡米花(大/小)
HKLZM62928,2,新春特餐
HKLZM62911,1,双层鸡排堡单人套餐
HKLZM62911,2,新春特餐
HKLZM62911,3,新奥尔良烤鸡腿堡
HKLZM62902,1,快乐儿童餐B
HKLZM62914,1,双层鸡排堡单人套餐
HKLZM62914,2,小食拼盘
HKLZM62914,3,九龙金玉珍珠奶茶
HKLZM62880,1,桃之恋乌龙茶
HKLZM62880,2,九龙金玉珍珠奶茶
HKLZM62942,1,百事可乐
HKLZM62942,2,新春特餐
HKLZM62906,1,小龙虾双人套餐
HKLZM62906,2,珍宝糯米翅
HKLZM62910,1,拿铁咖啡
HKLZM62910,2,新春特餐
HKLZM62900,1,香辣鸡翅
HKLZM62941,1,青金桔鲜果茶
HKLZM62941,2,拿铁咖啡
HKLZM62941,3,吮指原味鸡
HKLZM62941,4,圣代（草莓）
HKLZM62930,1,薯条
HKLZM62930,2,香甜粟米棒
HKLZM62939,1,青金桔鲜果茶
HKLZM62939,2,新奥尔良烤鸡腿堡
HKLZM62940,1,青金桔鲜果茶
HKLZM62940,2,新奥尔良烤鸡腿堡
HKLZM62907,1,吮指原味鸡
HKLZM62907,2,拿铁咖啡
HKLZM62907,3,新春特餐
HKLZM62907,4,恋桃乌龙茶
HKLZM62907,5,葡式蛋挞
HKLZM62931,1,薯条
HKLZM62931,2,快乐儿童餐B
HKLZM62931,3,海苔岩烧大鸡腿饭
HKLZM62909,1,快乐儿童餐B
HKLZM62909,2,新春特餐
HKLZM62909,3,劲脆鸡腿堡
HKLZM62881,1,小龙虾双人套餐
HKLZM62881,2,愤怒的汉堡套餐
HKLZM62899,1,桃之恋乌龙茶
HKLZM62898,1,桃之恋乌龙茶
HKLZM62898,2,小龙虾双人套餐
HKLZM62898,3,快乐儿童餐B
HKLZM62898,4,快乐儿童餐A
HKLZM62898,5,劲脆鸡腿堡
HKLZM62882,1,快乐儿童餐B
HKLZM62882,2,小食拼盘
HKLZM62882,3,圣代（草莓）
HKLZM62938,1,热辣香骨鸡
HKLZM62938,2,快乐儿童餐B
HKLZM62938,3,海苔岩烧大鸡腿饭
HKLZM62938,4,劲脆鸡腿堡
HKLZM62937,1,热辣香骨鸡
HKLZM62937,2,新春特餐
HKLZM62929,1,百事可乐
HKLZM62929,2,拿铁咖啡
HKLZM62929,3,吮指原味鸡
HKLZM62929,4,新春特餐
HKLZM62885,1,薯条
HKLZM62897,1,小龙虾双人套餐
HKLZM62897,2,桃之恋乌龙茶
HKLZM62945,1,劲爆鸡米花(大/小)
HKLZM62945,2,翅桶(10翅1桶)
HKLZM62945,3,双层鸡排堡单人套餐
HKLZM62945,4,九龙金玉珍珠奶茶
HKLZM62945,5,香甜粟米棒
HKLZM62884,1,小龙虾双人套餐
HKLZM62895,1,珍宝糯米翅
HKLZM62936,1,劲爆鸡米花(大/小)
HKLZM62936,2,劲脆鸡腿堡
HKLZM62893,1,珍宝糯米翅
HKLZM62893,2,九龙金玉珍珠奶茶
HKLZM62894,1,翅桶(10翅1桶)
HKLZM62894,2,双层鸡排堡单人套餐
HKLZM62894,3,小食拼盘
HKLZM62943,1,热辣香骨鸡
HKLZM62943,2,海苔岩烧大鸡腿饭
HKLZM62943,3,快乐儿童餐B
HKLZM62943,4,新春特餐
HKLZM62892,1,双层鸡排堡单人套餐
HKLZM62877,1,新春特餐
HKLZM62891,1,吮指原味鸡
HKLZM62958,1,拿铁咖啡
HKLZM62958,2,九龙金玉珍珠奶茶
HKLZM62961,1,榛果风味拿铁(热)
HKLZM62961,2,拿铁咖啡
HKLZM62957,1,恋桃乌龙茶
HKLZM62999,1,深海鳕鱼堡
HKLZM62999,2,香辣鸡腿堡
HKLZM62999,3,新春特餐
HKLZM62988,1,上校鸡块
HKLZM62988,2,恋桃乌龙茶
HKLZM62998,1,热辣香骨鸡
HKLZM62998,2,新春特餐
HKLZM62946,1,新春特餐
HKLZM62984,1,嫩牛五方
HKLZM62984,2,愤怒的汉堡套餐
HKLZM62984,3,香辣鸡腿堡
HKLZM62984,4,快乐儿童餐A
HKLZM62984,5,快乐儿童餐B
HKLZM62984,6,新奥尔良烤鸡腿堡
HKLZM62984,7,圣代（草莓）
HKLZM62985,1,嫩牛五方
HKLZM62980,1,快乐儿童餐A
HKLZM62980,2,新春特餐
HKLZM62956,1,深海鳕鱼堡
HKLZM62956,2,新奥尔良烤鸡腿堡
HKLZM62956,3,圣代（草莓）
HKLZM62979,1,愤怒的汉堡套餐
HKLZM62979,2,小龙虾双人套餐
HKLZM62979,3,新春特餐
HKLZM62986,1,嫩牛五方
HKLZM62986,2,愤怒的汉堡套餐
HKLZM62986,3,小龙虾双人套餐
HKLZM62983,1,嫩牛五方
HKLZM62983,2,愤怒的汉堡套餐
HKLZM62983,3,小龙虾双人套餐
HKLZM62982,1,嫩牛五方
HKLZM62982,2,快乐儿童餐A
HKLZM62982,3,快乐儿童餐B
HKLZM62981,1,深海鳕鱼堡
HKLZM62981,2,香辣鸡翅
HKLZM62981,3,恋桃乌龙茶
HKLZM62981,4,劲脆鸡腿堡
HKLZM62972,1,香辣鸡翅
HKLZM62972,2,葡式蛋挞
HKLZM62978,1,双层鸡排堡单人套餐
HKLZM62978,2,翅桶(10翅1桶)
HKLZM62978,3,新春特餐
HKLZM62989,1,百事可乐
HKLZM62989,2,新奥尔良烤鸡腿堡
HKLZM62947,1,快乐儿童餐A
HKLZM62947,2,快乐儿童餐B
HKLZM62947,3,九龙金玉珍珠奶茶
HKLZM62948,1,新春特餐
HKLZM62969,1,快乐儿童餐B
HKLZM62997,1,百事可乐
HKLZM62997,2,新奥尔良烤鸡腿堡
HKLZM62949,1,新奥尔良烤鸡腿堡
HKLZM62996,1,百事可乐
HKLZM62996,2,海苔岩烧大鸡腿饭
HKLZM62996,3,快乐儿童餐B
HKLZM62996,4,九龙金玉珍珠奶茶
HKLZM62952,1,九龙金玉乌龙奶茶
HKLZM62952,2,香辣鸡腿堡
HKLZM62952,3,快乐儿童餐A
HKLZM62951,1,九龙金玉乌龙奶茶
HKLZM62951,2,香辣鸡腿堡
HKLZM62951,3,劲脆鸡腿堡
HKLZM62951,4,新春特餐
HKLZM62955,1,深海鳕鱼堡
HKLZM62955,2,桃之恋乌龙茶
HKLZM62955,3,九龙金玉珍珠奶茶
HKLZM62950,1,翅桶(10翅1桶)
HKLZM62950,2,双层鸡排堡单人套餐
HKLZM62950,3,九龙金玉珍珠奶茶
HKLZM62964,1,香辣鸡翅
HKLZM62964,2,新奥尔良烤鸡腿堡
HKLZM62953,1,薯条
HKLZM62973,1,桃之恋乌龙茶
HKLZM62973,2,九龙金玉珍珠奶茶
HKLZM62971,1,香辣鸡腿堡
HKLZM62971,2,新春特餐
HKLZM62965,1,快乐儿童餐A
HKLZM62965,2,小食拼盘
HKLZM62991,1,薯条
HKLZM62977,1,拿铁咖啡
HKLZM62977,2,香甜粟米棒
HKLZM62963,1,快乐儿童餐B
HKLZM62963,2,快乐儿童餐A
HKLZM62963,3,恋桃乌龙茶
HKLZM62974,1,小龙虾双人套餐
HKLZM62974,2,桃之恋乌龙茶
HKLZM62974,3,九龙金玉珍珠奶茶
HKLZM62975,1,快乐儿童餐B
HKLZM62975,2,新春特餐
HKLZM62967,1,小龙虾双人套餐
HKLZM62967,2,新春特餐
HKLZM62995,1,热辣香骨鸡
HKLZM62995,2,超值全家桶
HKLZM62995,3,拿铁咖啡
HKLZM62995,4,新春特餐
HKLZM62962,1,桃之恋乌龙茶
HKLZM62962,2,小龙虾双人套餐
HKLZM62962,3,新春特餐
HKLZM62993,1,热辣香骨鸡
HKLZM62994,1,热辣香骨鸡
HKLZM62994,2,快乐儿童餐B
HKLZM62994,3,海苔岩烧大鸡腿饭
HKLZM62994,4,新春特餐
HKLZM62994,5,葡式蛋挞
HKLZM63001,1,热辣香骨鸡
HKLZM63001,2,新春特餐
HKLZM63001,3,葡式蛋挞
HKLZM63002,1,热辣香骨鸡
HKLZM63002,2,超值全家桶
HKLZM63002,3,九龙金玉珍珠奶茶
HKLZM62990,1,百事可乐
HKLZM62990,2,新春特餐
HKLZM62976,1,拿铁咖啡
HKLZM62976,2,新奥尔良烤鸡腿堡
HKLZM62992,1,青金桔鲜果茶
HKLZM62992,2,海苔岩烧大鸡腿饭
HKLZM62968,1,快乐儿童餐B
HKLZM62987,1,劲爆鸡米花(大/小)
HKLZM62987,2,翅桶(10翅1桶)
HKLZM62987,3,双层鸡排堡单人套餐
HKLZM62987,4,小食拼盘
HKLZM62970,1,小龙虾双人套餐
HKLZM62970,2,香辣鸡腿堡
HKLZM62970,3,九龙金玉珍珠奶茶
HKLZM62960,1,超值全家桶
HKLZM62960,2,拿铁咖啡
HKLZM62960,3,九龙金玉珍珠奶茶
HKLZM62959,1,超值全家桶
HKLZM63000,1,热辣香骨鸡
HKLZM63000,2,海苔岩烧大鸡腿饭
HKLZM62954,1,薯条
HKLZM62954,2,拿铁咖啡
HKLZM62954,3,榛果风味拿铁(热)
HKLZM62954,4,新奥尔良烤鸡腿堡
HKLZM62966,1,小龙虾双人套餐
HKLZM62966,2,香辣鸡腿堡
HKLZM62966,3,葡式蛋挞
HKLZM63003,1,劲脆鸡腿堡
HKLZM63036,1,愤怒的汉堡套餐
HKLZM63036,2,九龙金玉珍珠奶茶
HKLZM63036,3,土豆泥
HKLZM63011,1,拿铁咖啡
HKLZM63011,2,九龙金玉珍珠奶茶
HKLZM63058,1,劲脆鸡腿堡
HKLZM63058,2,劲爆鸡米花(大/小)
HKLZM63038,1,愤怒的汉堡套餐
HKLZM63038,2,香辣鸡腿堡
HKLZM63038,3,新春特餐
HKLZM63038,4,芙蓉荟蔬汤
HKLZM63013,1,葡式蛋挞
HKLZM63020,1,桃之恋乌龙茶
HKLZM63020,2,小龙虾双人套餐
HKLZM63042,1,嫩牛五方
HKLZM63042,2,愤怒的汉堡套餐
HKLZM63043,1,嫩牛五方
HKLZM63043,2,小龙虾双人套餐
HKLZM63043,3,愤怒的汉堡套餐
HKLZM63043,4,香甜粟米棒
HKLZM63016,1,嫩牛五方
HKLZM63016,2,香辣鸡腿堡
HKLZM63016,3,小食拼盘
HKLZM63015,1,嫩牛五方
HKLZM63015,2,快乐儿童餐A
HKLZM63015,3,新春特餐
HKLZM63015,4,新奥尔良烤鸡腿堡
HKLZM63041,1,劲脆鸡腿堡
HKLZM63041,2,新奥尔良烤鸡腿堡
HKLZM63044,1,嫩牛五方
HKLZM63044,2,香辣鸡腿堡
HKLZM63045,1,嫩牛五方
HKLZM63045,2,愤怒的汉堡套餐
HKLZM63045,3,小龙虾双人套餐
HKLZM63045,4,香辣鸡腿堡
HKLZM63045,5,芙蓉荟蔬汤
HKLZM63004,1,珍宝糯米翅
HKLZM63040,1,快乐儿童餐A
HKLZM63040,2,快乐儿童餐B
HKLZM63040,3,新春特餐
HKLZM63040,4,劲脆鸡腿堡
HKLZM63028,1,香辣鸡腿堡
HKLZM63008,1,吮指原味鸡
HKLZM63039,1,快乐儿童餐B
HKLZM63039,2,快乐儿童餐A
HKLZM63039,3,恋桃乌龙茶
HKLZM63027,1,香辣鸡腿堡
HKLZM63027,2,快乐儿童餐A
HKLZM63027,3,劲脆鸡腿堡
HKLZM63027,4,快乐儿童餐B
HKLZM63046,1,嫩牛五方
HKLZM63005,1,吮指原味鸡
HKLZM63005,2,拿铁咖啡
HKLZM63005,3,新春特餐
HKLZM63017,1,嫩牛五方
HKLZM63017,2,快乐儿童餐A
HKLZM63017,3,快乐儿童餐B
HKLZM63017,4,新春特餐
HKLZM63017,5,新奥尔良烤鸡腿堡
HKLZM63026,1,小龙虾双人套餐
HKLZM63026,2,香甜粟米棒
HKLZM63006,1,吮指原味鸡
HKLZM63019,1,拿铁咖啡
HKLZM63019,2,榛果风味拿铁(热)
HKLZM63019,3,九龙金玉珍珠奶茶
HKLZM63007,1,吮指原味鸡
HKLZM63025,1,小龙虾双人套餐
HKLZM63025,2,九龙金玉珍珠奶茶
HKLZM63047,1,劲爆鸡米花(大/小)
HKLZM63047,2,海苔岩烧大鸡腿饭
HKLZM63047,3,快乐儿童餐B
HKLZM63012,1,劲脆鸡腿堡
HKLZM63056,1,百事可乐
HKLZM63056,2,新奥尔良烤鸡腿堡
HKLZM63024,1,香辣鸡翅
HKLZM63024,2,葡式蛋挞
HKLZM63031,1,快乐儿童餐B
HKLZM63031,2,新春特餐
HKLZM63030,1,小龙虾双人套餐
HKLZM63055,1,青金桔鲜果茶
HKLZM63055,2,新春特餐
HKLZM63023,1,快乐儿童餐A
HKLZM63023,2,快乐儿童餐B
HKLZM63023,3,新春特餐
HKLZM63014,1,深海鳕鱼堡
HKLZM63014,2,小龙虾双人套餐
HKLZM63014,3,桃之恋乌龙茶
HKLZM63009,1,桃之恋乌龙茶
HKLZM63022,1,快乐儿童餐A
HKLZM63022,2,快乐儿童餐B
HKLZM63022,3,香甜粟米棒
HKLZM63037,1,劲脆鸡腿堡
HKLZM63037,2,双层鸡排堡单人套餐
HKLZM63033,1,超值全家桶
HKLZM63033,2,拿铁咖啡
HKLZM63033,3,小食拼盘
HKLZM63054,1,热辣香骨鸡
HKLZM63054,2,拿铁咖啡
HKLZM63054,3,超值全家桶
HKLZM63054,4,土豆泥
HKLZM63059,1,热辣香骨鸡
HKLZM63059,2,超值全家桶
HKLZM63059,3,拿铁咖啡
HKLZM63059,4,土豆泥
HKLZM63060,1,热辣香骨鸡
HKLZM63060,2,新春特餐
HKLZM63060,3,恋桃乌龙茶
HKLZM63060,4,葡式蛋挞
HKLZM63029,1,小龙虾双人套餐
HKLZM63010,1,快乐儿童餐B
HKLZM63010,2,小食拼盘
HKLZM63021,1,桃之恋乌龙茶
HKLZM63021,2,小龙虾双人套餐
HKLZM63021,3,新奥尔良烤鸡腿堡
HKLZM63035,1,拿铁咖啡
HKLZM63053,1,劲爆鸡米花(大/小)
HKLZM63053,2,海苔岩烧大鸡腿饭
HKLZM63034,1,拿铁咖啡
HKLZM63034,2,超值全家桶
HKLZM63034,3,九龙金玉珍珠奶茶
HKLZM63057,1,劲爆鸡米花(大/小)
HKLZM63057,2,翅桶(10翅1桶)
HKLZM63057,3,双层鸡排堡单人套餐
HKLZM63057,4,劲脆鸡腿堡
HKLZM63057,5,新春特餐
HKLZM63051,1,劲爆鸡米花(大/小)
HKLZM63051,2,圣代（草莓）
HKLZM63052,1,劲爆鸡米花(大/小)
HKLZM63032,1,双层鸡排堡单人套餐
HKLZM63032,2,翅桶(10翅1桶)
HKLZM63050,1,圣代（巧克力）
HKLZM63050,2,新春特餐
HKLZM63048,1,上校鸡块
HKLZM63048,2,翅桶(10翅1桶)
HKLZM63048,3,双层鸡排堡单人套餐
HKLZM63048,4,新春特餐
HKLZM63018,1,超值全家桶
HKLZM63018,2,九龙金玉珍珠奶茶
HKLZM63018,3,香甜粟米棒
HKLZM63049,1,圣代（巧克力）
HKLZM63049,2,翅桶(10翅1桶)
HKLZM63049,3,双层鸡排堡单人套餐
HKLZM63049,4,九龙金玉珍珠奶茶
HKLZM63049,5,香甜粟米棒
HKLZM63115,1,劲脆鸡腿堡
HKLZM63115,2,劲爆鸡米花(大/小)
HKLZM63072,1,恋桃乌龙茶
HKLZM63072,2,劲脆鸡腿堡
HKLZM63073,1,拿铁咖啡
HKLZM63083,1,香辣鸡翅
HKLZM63083,2,葡式蛋挞
HKLZM63071,1,恋桃乌龙茶
HKLZM63071,2,葡式蛋挞
HKLZM63116,1,劲爆鸡米花(大/小)
HKLZM63116,2,新春特餐
HKLZM63116,3,葡式蛋挞
HKLZM63095,1,愤怒的汉堡套餐
HKLZM63095,2,小龙虾双人套餐
HKLZM63095,3,香辣鸡腿堡
HKLZM63095,4,快乐儿童餐A
HKLZM63095,5,葡式蛋挞
HKLZM63095,6,快乐儿童餐B
HKLZM63077,1,小龙虾双人套餐
HKLZM63077,2,桃之恋乌龙茶
HKLZM63077,3,新春特餐
HKLZM63094,1,小龙虾双人套餐
HKLZM63094,2,愤怒的汉堡套餐
HKLZM63094,3,九龙金玉珍珠奶茶
HKLZM63094,4,香甜粟米棒
HKLZM63069,1,嫩牛五方
HKLZM63069,2,快乐儿童餐A
HKLZM63069,3,快乐儿童餐B
HKLZM63069,4,恋桃乌龙茶
HKLZM63090,1,快乐儿童餐B
HKLZM63090,2,快乐儿童餐A
HKLZM63090,3,新春特餐
HKLZM63108,1,嫩牛五方
HKLZM63108,2,愤怒的汉堡套餐
HKLZM63108,3,小龙虾双人套餐
HKLZM63109,1,嫩牛五方
HKLZM63109,2,快乐儿童餐A
HKLZM63109,3,新春特餐
HKLZM63110,1,嫩牛五方
HKLZM63110,2,香辣鸡腿堡
HKLZM63110,3,香甜粟米棒
HKLZM63087,1,香辣鸡腿堡
HKLZM63086,1,香辣鸡腿堡
HKLZM63086,2,新奥尔良烤鸡腿堡
HKLZM63091,1,快乐儿童餐B
HKLZM63091,2,劲脆鸡腿堡
HKLZM63091,3,新春特餐
HKLZM63070,1,九龙金玉乌龙奶茶
HKLZM63070,2,珍宝糯米翅
HKLZM63088,1,圣代（草莓）
HKLZM63088,2,香辣鸡腿堡
HKLZM63097,1,九龙金玉乌龙奶茶
HKLZM63097,2,快乐儿童餐A
HKLZM63089,1,桃之恋乌龙茶
HKLZM63089,2,小龙虾双人套餐
HKLZM63089,3,新春特餐
HKLZM63081,1,桃之恋乌龙茶
HKLZM63068,1,翅桶(10翅1桶)
HKLZM63068,2,双层鸡排堡单人套餐
HKLZM63068,3,小食拼盘
HKLZM63098,1,九龙金玉乌龙奶茶
HKLZM63098,2,香辣鸡腿堡
HKLZM63098,3,葡式蛋挞
HKLZM63062,1,拿铁咖啡
HKLZM63062,2,超值全家桶
HKLZM63062,3,九龙金玉珍珠奶茶
HKLZM63062,4,香甜粟米棒
HKLZM63065,1,快乐儿童餐B
HKLZM63065,2,劲脆鸡腿堡
HKLZM63103,1,百事可乐
HKLZM63103,2,新春特餐
HKLZM63112,1,青金桔鲜果茶
HKLZM63112,2,快乐儿童餐B
HKLZM63112,3,海苔岩烧大鸡腿饭
HKLZM63085,1,小龙虾双人套餐
HKLZM63085,2,香甜粟米棒
HKLZM63096,1,薯条
HKLZM63096,2,海苔岩烧大鸡腿饭
HKLZM63096,3,快乐儿童餐B
HKLZM63096,4,新春特餐
HKLZM63082,1,快乐儿童餐A
HKLZM63082,2,新春特餐
HKLZM63082,3,新奥尔良烤鸡腿堡
HKLZM63080,1,快乐儿童餐A
HKLZM63080,2,快乐儿童餐B
HKLZM63080,3,劲脆鸡腿堡
HKLZM63114,1,热辣香骨鸡
HKLZM63114,2,拿铁咖啡
HKLZM63114,3,超值全家桶
HKLZM63114,4,葡式蛋挞
HKLZM63117,1,热辣香骨鸡
